Season,Episode,Contestants,ChW,ChA,SO,VFB,VAP,TotV,TCA,TCV,VFT,InRCA,InRCW,InICA,InICW,TRCA,TRCW,TICA,TICW,Reward win?,Reward #people,Reward win%,Immunity win,Immunity #people,Immunity win%,Immunity total win%,Sex,Age,Occupation,Hometown,Home State,Original Tribe,Merged,Tribe
19,12.2,Monica,0,2,,1,5,15,1,Russell,1,,,2,,,,,,,,,0,1,0,,F,25,Law Student,San Diego,CA,Galu,TRUE,Aiga
19,13,Natalie,0,1.333333333,,1,,6,1,Shambo,1,,,1,,1,,,,0,3,0,0,1,0,0,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,13,Russell,0.333333333,1.333333333,,1,,6,1,Shambo,1,,,1,,1,1,,,1,3,0.333333333,0,1,0,0.333333333,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,13,Mick,0,1.333333333,,1,1,6,1,Shambo,,,,1,,1,,,,0,3,0,0,1,0,0,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,13,Brett,1,1.333333333,,1,,6,1,Shambo,1,,,1,1,1,,,,0,3,0,1,1,1,1,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,13,Jaison,0.333333333,1.333333333,,1,,6,1,Shambo,1,,,1,,1,1,,,1,3,0.333333333,0,1,0,0.333333333,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,13,Shambo,0.333333333,1.333333333,,0,5,6,1,Mick,,,,1,,1,1,,,1,3,0.333333333,0,1,0,0.333333333,F,45,Saleswoman,Renton,WA,Galu,TRUE,Aiga
19,14.1,Natalie,0,2,,2,,9,2,Jaison,2,,,2,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,14.1,Russell,1,2,,2,,9,2,Jaison,2,,,2,1,,,,,,,,0,1,0,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,14.1,Mick,0,2,,2,2,9,2,Jaison,,,,2,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,14.1,Brett,1,2,,1,3,9,2,Jaison,1,,,2,1,,,,,,,,1,1,1,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
19,14.1,Jaison,0,1,,0,4,5,1,Mick,,,,1,,,,,,,,,0,1,0,,M,28,Law Student,Chicago,IL,Foa Foa,TRUE,Aiga
19,14.2,Natalie,0,2,,2,,9,2,Brett,2,,,2,,,,,,,,,0,1,0,,F,26,Pharmaceutical Saleswoman,Van Buren,AR,Foa Foa,TRUE,Aiga
19,14.2,Russell,1,2,,2,,9,2,Brett,2,,,2,1,,,,,,,,1,1,1,,M,36,Oil Company Owner,Dayton,TX,Foa Foa,TRUE,Aiga
19,14.2,Mick,0,2,,2,2,9,2,Brett,,,,2,,,,,,,,,0,1,0,,M,33,Doctor,Los Angeles,CA,Foa Foa,TRUE,Aiga
19,14.2,Brett,1,2,,1,3,9,2,Mick,1,,,2,1,,,,,,,,0,1,0,,M,23,T-shirt Designer,Los Angeles,CA,Galu,TRUE,Aiga
